Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_price,neighbor_price_mmscaled,neighbor_log_price_stdscaled,OverallQual_weight,OverallCond_weight,ExterQual_weight,ExterCond_weight,BsmtQual_weight,BsmtCond_weight,KitchenQual_weight,FireplaceQu_weight,GarageQual_weight,GarageCond_weight,PoolQC_weight,Functional_weight,total_sf,has_2nd,has_bsmt,has_garage,has_pool,log_1stFlrSF,log_2ndFlrSF,log_TotalBsmtSF,log_GrLivArea,log_LotArea,log_total_sf,house_age,remod_age,yrs_before_remod,is_remodeled,built_era,year_price
1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1980.0,Unf,2,672,TA,TA,Y,49,0,0,0,0,0,NA,,,0,8,2007,WD,Normal,140000,11.849404844423074,0.12524913304107066,-0.9585321898328607,-0.12500025722977443,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1872,0,1,1,0,6.842683282238422,0.0,6.842683282238422,6.842683282238422,8.881975184248867,7.5352967024440884,27,27,0,0,60-80,172887.8777777778
1131,50,RL,65.0,7804,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2,576,TA,TA,Y,431,44,0,0,0,0,NA,MnPrv,,0,12,2009,WD,Normal,135000,11.813037464800539,0.18593741083714577,-0.5631110768577018,-0.4375959738818907,-0.8946808831067203,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,0.25347805861702094,3103,1,1,1,0,7.192182058713246,6.483107351457199,7.023758954738443,7.591861714889934,8.962519832949532,8.04044688130311,81,59,22,0,1900-1940,119791.42857142857
1132,20,RL,63.0,10712,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,974,GasA,TA,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,TA,5,Typ,0,NA,,,,0,0,NA,NA,Y,0,28,0,0,0,0,NA,MnPrv,,0,9,2007,Oth,Abnorml,93500,11.445727410406752,0.24372225835603611,-0.2824568912133811,-0.12500025722977443,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,1.1793467749881468,1948,0,1,0,0,6.882437470997847,0.0,6.882437470997847,6.882437470997847,9.279213236262558,7.575071699507561,16,15,1,0,80-2000,224593.02111613876
1133,70,RM,90.0,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,NA,Detchd,1930.0,Unf,1,205,Fa,TA,N,0,48,0,0,0,0,NA,,,0,5,2007,WD,Normal,117500,11.674202123168433,0.12524913304107066,-0.9585321898328607,0.1360474507543501,-0.30273806717393753,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-1.2642573688060426,-0.9736390554138661,-0.5593222888879998,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3218,1,1,1,0,7.072421900537371,6.940222469119639,6.9167150203536085,7.701200180857446,9.200391041122515,8.076826031298808,127,57,70,0,pre_1900,139173.95
1134,60,RL,80.0,9828,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2,466,TA,TA,Y,0,155,0,0,0,0,NA,,,0,6,2009,WD,Normal,239500,12.386312871189734,0.3716616878138307,0.17811417290294074,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3148,1,1,1,0,7.04141166379481,6.778784897685177,7.029087564149662,7.611347717403621,9.19309247856663,8.054840221101024,14,14,0,0,80-2000,240448.18692810455
1135,60,RL,57.0,8773,Pave,,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,GasA,Gd,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,460,TA,TA,Y,100,38,0,0,0,0,NA,,,0,8,2007,WD,Normal,169000,12.037659911047468,0.3982700876623205,0.36944473307072007,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2516,1,1,1,0,6.821107472256465,6.529418838262226,6.821107472256465,7.3783837129967145,9.07954808172616,7.830822995135316,10,10,0,0,80-2000,233469.36622222225
1136,30,RM,60.0,6180,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,GasA,TA,N,SBrkr,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,128,0,0,0,0,NA,,,0,5,2007,WD,Normal,102000,11.532737896139919,0.11092306981807476,-1.0294580017070376,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1946,0,1,1,0,6.894670039433482,0.0,6.8679744089702925,6.894670039433482,8.729235349659273,7.5740450053721995,81,57,24,0,1900-1940,115508.91865079365
1137,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,0,752,1032,GasA,TA,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1950.0,Unf,1,288,TA,TA,Y,0,0,96,0,0,0,NA,,,0,4,2008,WD,Abnorml,119000,11.686887175419702,0.1996909418649644,-0.47610629843638597,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2284,1,1,1,0,6.940222469119639,5.3981627015177525,6.940222469119639,7.133295954896068,9.169622538697624,7.734121303328305,58,58,0,0,40-60,124863.34380952381
1138,50,RL,54.0,6342,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Gd,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,NA,,,,0,0,NA,NA,N,0,0,176,0,0,0,NA,,,0,5,2010,WD,Normal,94000,11.451060699493427,0.16144326957647592,-0.6423526330238981,-0.12500025722977443,0.45315483714149596,-0.3987887853731639,0.5804482077881533,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,1.1793467749881468,1800,1,1,0,0,6.660575149839686,5.484796933490655,6.660575149839686,6.928537818164665,8.755107121633896,7.496097345175956,135,14,121,0,pre_1900,94000.0
1139,20,RL,,9819,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,GasA,TA,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1977.0,RFn,2,714,TA,TA,Y,264,32,0,0,0,0,NA,,,0,5,2009,WD,Normal,196000,12.185875040240456,0.24372225835603611,-0.2824568912133811,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3134,0,1,1,0,7.357556200910353,0.0,7.357556200910353,7.357556200910353,9.192176401348512,8.050384453067021,32,32,0,0,60-80,161464.2092171717
1140,30,RL,98.0,8731,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,915,GasA,TA,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,1972.0,Unf,2,495,TA,TA,Y,0,0,216,0,126,0,NA,,,0,5,2007,WD,Normal,144000,11.87757552297847,0.11092306981807476,-1.0294580017070376,-0.12500025722977443,1.125140229698647,-0.3987887853731639,-0.8903884178563259,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,0.32121412575969843,2082,0,1,1,0,7.0630481633881725,0.0,6.82001636467413,7.0630481633881725,9.074749717669835,7.641564441260972,87,57,30,0,1900-1940,138041.78571428574
1141,20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,GasA,TA,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1988.0,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,NA,,,0,6,2008,COD,Abnorml,139000,11.842236406331555,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1904,0,1,1,0,6.859614903654202,0.0,6.859614903654202,6.859614903654202,8.902591637374087,7.552237287560802,57,57,0,0,40-60,126577.15333333335
1142,60,RL,,10304,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,NA,,,0,10,2009,WD,Normal,197500,12.193498926601634,0.382198541638606,0.29541339546187356,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.5804482077881533,-0.3542190655479322,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2648,1,1,1,0,6.9930151229329605,6.660575149839686,6.660575149839686,7.533158807455563,9.240384493324559,7.88193748927207,33,33,0,0,60-80,166794.83143939395
1143,60,RL,77.0,9965,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,GasA,Ex,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006.0,RFn,3,1052,TA,TA,Y,125,144,0,0,0,0,NA,,,0,4,2007,New,Partial,424870,12.959540872420414,0.4198622299024386,0.39247631403604133,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,1.6746701301184388,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,4294,1,1,1,0,7.2909747781429814,7.217443431696533,7.2909747781429814,7.947678571301568,9.20693457884135,8.365206834418355,1,0,1,0,post-2000,259203.19764741528
1144,20,RL,,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,GasA,TA,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,NA,,,,0,0,NA,NA,Y,0,24,0,0,0,0,NA,,,0,7,2008,WD,Normal,80000,11.289794413577894,0.16144326957647592,-0.6423526330238981,-0.12500025722977443,-0.8946808831067203,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,1.1793467749881468,2012,0,1,0,0,6.914730892718563,0.0,6.914730892718563,6.914730892718563,9.105090961257085,7.607381425639791,49,49,0,0,40-60,149731.8005860806
1145,190,RL,60.0,12180,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,N,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1941.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,,0,7,2010,WD,Normal,80000,11.289794413577894,0.12522547254661098,-0.9337104007898305,-0.4375959738818907,-0.30273806717393753,-0.3987887853731639,-0.8903884178563259,0.548347517841876,0.8414380290427941,-1.2642573688060426,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1596,1,1,1,0,6.511745329644728,5.53338948872752,6.511745329644728,6.829793737512425,9.407632639699958,7.3758821482150125,69,60,9,0,40-60,139843.8888888889
1146,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,GasA,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1928.0,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,NA,,,0,8,2006,WD,Family,149000,11.91170829631447,0.11092306981807476,-1.0294580017070376,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2618,1,1,1,0,6.949856455000773,6.282266746896006,6.949856455000773,7.3632795869630385,8.738895704934043,7.870547844507712,78,56,22,0,1900-1940,119791.42857142857
1147,20,RL,,11200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,NA,,,0,5,2006,WD,Normal,180000,12.100717685412471,0.3716616878138307,0.17811417290294074,0.1360474507543501,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2596,0,1,1,0,7.1693500166706,0.0,7.1693500166706,7.1693500166706,9.32375833901174,7.862112211662748,21,21,0,0,80-2000,189382.22222222222
1148,70,RL,75.0,12000,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1,234,TA,TA,Y,0,0,0,0,0,0,NA,,,0,7,2009,WD,Normal,174500,12.069685751267224,0.47333896969243394,0.518879743394448,0.4919383106036763,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-1.2642573688060426,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2268,1,1,1,0,6.7580945044277305,6.558197802812269,6.558197802812269,7.355641102974253,9.392745258631441,7.727094484779841,68,59,9,0,40-60,139843.8888888889
1149,50,RM,,5700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,GasA,TA,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,NA,,,0,8,2008,WD,Normal,116900,11.669082701743504,0.12524913304107066,-0.9585321898328607,0.4919383106036763,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1683,1,1,1,0,6.35088571671474,6.29156913955832,6.35088571671474,7.013915474810528,8.648396877031582,7.428927194802272,82,58,24,0,1900-1940,115508.91865079365
1150,70,RM,50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,GasA,Ex,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,NA,Detchd,1930.0,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,NA,,,0,7,2009,WD,Normal,143000,11.870606902224587,0.12524913304107066,-0.9585321898328607,0.4919383106036763,1.281664766001174,-0.3987887853731639,0.5804482077881533,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2132,1,1,1,0,6.725033642166843,6.478509642208569,6.478509642208569,7.301822342137932,9.105090961257085,7.665284718471351,89,21,68,0,1900-1940,138041.78571428574
1151,20,RL,57.0,8280,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,GasA,Ex,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950.0,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,NA,GdPrv,,0,11,2007,WD,Normal,124000,11.728044909070785,0.1996909418649644,-0.47610629843638597,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1864,0,1,1,0,6.838405200847344,0.0,6.838405200847344,6.838405200847344,9.0217190130337,7.5310163320779155,57,57,0,0,40-60,124863.34380952381
1152,20,RL,134.0,17755,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,GasA,TA,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,NA,,,0,11,2006,WD,Normal,149900,11.917730355182513,0.12522547254661098,-0.9337104007898305,-0.12500025722977443,-0.30273806717393753,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-1.2642573688060426,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2932,0,1,1,0,7.2909747781429814,0.0,7.2909747781429814,7.2909747781429814,9.784478765953926,7.983781068977451,47,47,0,0,40-60,149731.8005860806
1153,20,RL,90.0,14115,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,GasA,Ex,Y,SBrkr,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,NA,,,0,7,2006,WD,Abnorml,230000,12.345838935721968,0.47333896969243394,0.518879743394448,0.1360474507543501,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,1.3878984258728477,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2884,0,1,1,0,7.502186486602924,0.0,6.97914527506881,7.502186486602924,9.55506418479516,7.9672801789422,50,2,48,0,40-60,140623.2336904762
1154,30,RM,,5890,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2002.0,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,NA,,,0,6,2008,WD,Normal,120500,11.699413330633599,0.006536501924222393,-1.7136263261971685,0.1360474507543501,0.45315483714149596,0.4731004782357291,0.5804482077881533,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1632,0,1,1,0,6.705639094860003,0.0,6.705639094860003,6.705639094860003,8.681181041521688,7.398174092970465,78,1,77,0,1900-1940,150430.90634920634
1155,60,RL,,13700,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,GasA,TA,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,NA,GdPrv,,0,5,2008,WD,Normal,201800,12.215037342290755,0.1996909418649644,-0.47610629843638597,0.4919383106036763,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2684,1,1,1,0,6.805722553416985,6.823286122355687,6.762729506931879,7.507141079727608,9.525224101853109,7.895436006942965,43,20,23,0,60-80,152061.8722222222
1156,20,RL,90.0,10768,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,NA,,,0,7,2007,WD,Normal,218000,12.292254928916668,0.5922479716603972,0.9229605836533236,-0.12500025722977443,0.45315483714149596,0.4731004782357291,0.5804482077881533,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.3314606293273948,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2874,0,1,1,0,7.271008538280992,0.0,7.271008538280992,7.271008538280992,9.284426915328881,7.963807953231451,31,3,28,0,60-80,166794.83143939395
